Iteration,Category,data_type,Min,Max,Mean,Median,STD
212,Mixture,harmonic,-0.29,0.33,0.0,0.0,0.07
212,Mixture,skewness,0.07,0.07,0.07,0.07,0.0
213,Mixture,harmonic,-0.31,0.37,-0.0,0.0,0.08
213,Mixture,skewness,0.15,0.15,0.15,0.15,0.0
214,Mixture,harmonic,-0.33,0.34,-0.0,0.0,0.08
214,Mixture,skewness,-0.06,-0.06,-0.06,-0.06,0.0
202,Mixture,skewness,0.15,0.15,0.15,0.15,0.0
70,Mixture,harmonic,-0.35,0.39,-0.0,-0.0,0.07
280,Mixture,skewness,-0.02,-0.02,-0.02,-0.02,0.0
55,Mixture,skewness,-0.07,-0.07,-0.07,-0.07,0.0
18,Mixture,skewness,-0.04,-0.04,-0.04,-0.04,0.0
27,Mixture,skewness,0.28,0.28,0.28,0.28,0.0
50,Mixture,harmonic,-0.31,0.28,0.0,0.0,0.07
38,Mixture,harmonic,-0.3,0.3,0.0,0.0,0.06
63,Mixture,skewness,-0.03,-0.03,-0.03,-0.03,0.0
2,Mixture,skewness,-0.12,-0.12,-0.12,-0.12,0.0
16,Mixture,harmonic,-0.34,0.29,0.0,0.0,0.07
28,Mixture,harmonic,-0.26,0.31,0.0,0.0,0.06
41,Mixture,skewness,-0.05,-0.05,-0.05,-0.05,0.0
58,Mixture,skewness,0.04,0.04,0.04,0.04,0.0
33,Mixture,harmonic,-0.27,0.33,-0.0,-0.0,0.06
50,Mixture,skewness,-0.09,-0.09,-0.09,-0.09,0.0
63,Mixture,harmonic,-0.27,0.28,-0.0,0.0,0.07
53,Mixture,skewness,0.0,0.0,0.0,0.0,0.0
28,Mixture,skewness,0.0,0.0,0.0,0.0,0.0
8,Mixture,skewness,0.06,0.06,0.06,0.06,0.0
42,Mixture,harmonic,-0.3,0.27,-0.03,-0.03,0.06
64,Mixture,harmonic,-0.29,0.32,0.0,-0.0,0.07
12,Mixture,harmonic,-0.34,0.33,0.0,-0.0,0.07
26,Mixture,harmonic,-0.3,0.26,-0.0,-0.0,0.06
34,Mixture,harmonic,-0.24,0.23,0.0,-0.0,0.06
14,Mixture,harmonic,-0.28,0.22,0.0,0.0,0.05
65,Mixture,harmonic,-0.34,0.32,0.0,-0.0,0.07
19,Mixture,harmonic,-0.31,0.29,-0.0,0.0,0.06
54,Mixture,harmonic,-0.41,0.39,-0.0,-0.0,0.08
52,Mixture,skewness,-0.02,-0.02,-0.02,-0.02,0.0
18,Mixture,harmonic,-0.27,0.26,-0.0,0.0,0.06
26,Mixture,skewness,-0.07,-0.07,-0.07,-0.07,0.0
42,Mixture,skewness,-0.12,-0.12,-0.12,-0.12,0.0
2,Mixture,harmonic,-0.34,0.34,-0.0,0.0,0.08
64,Mixture,skewness,0.11,0.11,0.11,0.11,0.0
49,Mixture,skewness,-0.2,-0.2,-0.2,-0.2,0.0
58,Mixture,harmonic,-0.3,0.31,0.0,0.0,0.06
33,Mixture,skewness,0.14,0.14,0.14,0.14,0.0
27,Mixture,harmonic,-0.35,0.4,-0.0,-0.0,0.07
46,Mixture,harmonic,-0.32,0.35,0.0,0.0,0.06
49,Mixture,harmonic,-0.3,0.28,-0.0,0.0,0.08
12,Mixture,skewness,0.06,0.06,0.06,0.06,0.0
62,Mixture,skewness,-0.3,-0.3,-0.3,-0.3,0.0
40,Mixture,harmonic,-0.29,0.32,0.0,0.0,0.06
13,Mixture,harmonic,-0.34,0.33,-0.0,0.0,0.07
61,Mixture,harmonic,-0.37,0.38,0.0,0.0,0.08
59,Mixture,skewness,-0.03,-0.03,-0.03,-0.03,0.0
30,Mixture,skewness,-0.07,-0.07,-0.07,-0.07,0.0
16,Mixture,skewness,0.08,0.08,0.08,0.08,0.0
52,Mixture,harmonic,-0.32,0.37,-0.0,0.0,0.07
17,Mixture,harmonic,-0.3,0.32,-0.0,-0.0,0.07
39,Mixture,harmonic,-0.34,0.31,0.0,-0.0,0.06
7,Mixture,skewness,0.08,0.08,0.08,0.08,0.0
60,Mixture,skewness,-0.09,-0.09,-0.09,-0.09,0.0
31,Mixture,harmonic,-0.3,0.28,0.0,-0.0,0.06
39,Mixture,skewness,-0.02,-0.02,-0.02,-0.02,0.0
31,Mixture,skewness,0.13,0.13,0.13,0.13,0.0
4,Mixture,harmonic,-0.22,0.24,-0.0,0.0,0.05
3,Mixture,skewness,0.07,0.07,0.07,0.07,0.0
32,Mixture,harmonic,-0.48,0.48,-0.0,0.0,0.1
13,Mixture,skewness,0.05,0.05,0.05,0.05,0.0
30,Mixture,harmonic,-0.41,0.43,0.0,0.0,0.07
7,Mixture,harmonic,-0.29,0.31,0.0,0.0,0.07
38,Mixture,skewness,0.08,0.08,0.08,0.08,0.0
29,Mixture,harmonic,-0.32,0.33,-0.0,-0.0,0.08
3,Mixture,harmonic,-0.33,0.34,-0.0,0.0,0.07
51,Mixture,harmonic,-0.29,0.31,-0.0,-0.0,0.07
4,Mixture,skewness,-0.12,-0.12,-0.12,-0.12,0.0
8,Mixture,harmonic,-0.35,0.37,0.0,-0.0,0.07
41,Mixture,harmonic,-0.35,0.31,-0.0,0.0,0.07
59,Mixture,harmonic,-0.32,0.29,0.0,0.0,0.07
32,Mixture,skewness,-0.01,-0.01,-0.01,-0.01,0.0
29,Mixture,skewness,0.17,0.17,0.17,0.17,0.0
40,Mixture,skewness,-0.0,-0.0,-0.0,-0.0,0.0
17,Mixture,skewness,0.02,0.02,0.02,0.02,0.0
51,Mixture,skewness,0.09,0.09,0.09,0.09,0.0
61,Mixture,skewness,0.05,0.05,0.05,0.05,0.0
53,Mixture,harmonic,-0.3,0.31,0.0,0.0,0.07
62,Mixture,harmonic,-0.28,0.26,0.0,0.0,0.06
43,Mixture,harmonic,-0.3,0.31,-0.0,0.0,0.07
5,Mixture,harmonic,-0.38,0.4,-0.0,0.0,0.08
44,Mixture,skewness,0.1,0.1,0.1,0.1,0.0
47,Mixture,harmonic,-0.34,0.3,-0.0,0.0,0.06
45,Mixture,harmonic,-0.28,0.27,0.0,0.0,0.07
20,Mixture,skewness,-0.01,-0.01,-0.01,-0.01,0.0
23,Mixture,harmonic,-0.33,0.33,-0.0,-0.0,0.07
55,Mixture,harmonic,-0.3,0.3,0.0,0.0,0.07
68,Mixture,harmonic,-0.31,0.31,-0.0,0.0,0.07
0,Mixture,skewness,-0.01,-0.01,-0.01,-0.01,0.0
56,Mixture,skewness,-0.09,-0.09,-0.09,-0.09,0.0
35,Mixture,harmonic,-0.42,0.38,0.0,-0.0,0.09
23,Mixture,skewness,0.07,0.07,0.07,0.07,0.0
57,Mixture,skewness,-0.05,-0.05,-0.05,-0.05,0.0
67,Mixture,skewness,-0.1,-0.1,-0.1,-0.1,0.0
47,Mixture,skewness,0.03,0.03,0.03,0.03,0.0
11,Mixture,harmonic,-0.3,0.34,-0.0,-0.0,0.06
9,Mixture,skewness,-0.22,-0.22,-0.22,-0.22,0.0
14,Mixture,skewness,-0.23,-0.23,-0.23,-0.23,0.0
5,Mixture,skewness,-0.04,-0.04,-0.04,-0.04,0.0
15,Mixture,harmonic,-0.32,0.29,-0.0,0.0,0.06
68,Mixture,skewness,-0.07,-0.07,-0.07,-0.07,0.0
6,Mixture,harmonic,-0.4,0.36,-0.03,-0.02,0.07
21,Mixture,skewness,-0.03,-0.03,-0.03,-0.03,0.0
69,Mixture,skewness,-0.05,-0.05,-0.05,-0.05,0.0
36,Mixture,harmonic,-0.3,0.28,-0.0,-0.0,0.07
21,Mixture,harmonic,-0.26,0.32,-0.0,0.0,0.06
10,Mixture,skewness,0.09,0.09,0.09,0.09,0.0
0,Mixture,harmonic,-0.34,0.34,-0.0,-0.0,0.07
22,Mixture,harmonic,-0.4,0.49,-0.0,0.0,0.07
69,Mixture,harmonic,-0.38,0.36,-0.0,0.0,0.07
46,Mixture,skewness,0.01,0.01,0.01,0.01,0.0
45,Mixture,skewness,-0.03,-0.03,-0.03,-0.03,0.0
10,Mixture,harmonic,-0.27,0.29,-0.0,-0.0,0.06
36,Mixture,skewness,0.09,0.09,0.09,0.09,0.0
56,Mixture,harmonic,-0.24,0.27,-0.0,0.0,0.06
22,Mixture,skewness,0.01,0.01,0.01,0.01,0.0
35,Mixture,skewness,-0.1,-0.1,-0.1,-0.1,0.0
24,Mixture,harmonic,-0.24,0.2,-0.0,0.0,0.05
60,Mixture,harmonic,-0.29,0.23,-0.0,0.0,0.06
43,Mixture,skewness,-0.05,-0.05,-0.05,-0.05,0.0
57,Mixture,harmonic,-0.28,0.25,-0.0,-0.0,0.06
11,Mixture,skewness,0.08,0.08,0.08,0.08,0.0
25,Mixture,skewness,-0.01,-0.01,-0.01,-0.01,0.0
66,Mixture,skewness,0.03,0.03,0.03,0.03,0.0
54,Mixture,skewness,0.1,0.1,0.1,0.1,0.0
24,Mixture,skewness,-0.19,-0.19,-0.19,-0.19,0.0
19,Mixture,skewness,-0.16,-0.16,-0.16,-0.16,0.0
34,Mixture,skewness,-0.01,-0.01,-0.01,-0.01,0.0
1,Mixture,skewness,-0.01,-0.01,-0.01,-0.01,0.0
48,Mixture,harmonic,-0.31,0.27,-0.0,0.0,0.05
6,Mixture,skewness,-0.11,-0.11,-0.11,-0.11,0.0
1,Mixture,harmonic,-0.33,0.27,-0.0,0.0,0.07
44,Mixture,harmonic,-0.26,0.31,0.0,-0.0,0.06
15,Mixture,skewness,-0.04,-0.04,-0.04,-0.04,0.0
20,Mixture,harmonic,-0.3,0.29,0.0,-0.0,0.06
48,Mixture,skewness,-0.04,-0.04,-0.04,-0.04,0.0
25,Mixture,harmonic,-0.4,0.41,-0.0,0.0,0.1
66,Mixture,harmonic,-0.4,0.41,0.0,0.0,0.07
9,Mixture,harmonic,-0.29,0.28,-0.0,0.0,0.07
37,Mixture,harmonic,-0.39,0.3,-0.0,-0.0,0.07
67,Mixture,harmonic,-0.28,0.26,-0.0,0.0,0.06
65,Mixture,skewness,0.08,0.08,0.08,0.08,0.0
37,Mixture,skewness,0.02,0.02,0.02,0.02,0.0
167,Music,skewness,0.15,0.15,0.15,0.15,0.0
236,Music,harmonic,-0.37,0.33,0.0,-0.0,0.08
14,Music,skewness,-0.28,-0.28,-0.28,-0.28,0.0
36,Music,skewness,-0.2,-0.2,-0.2,-0.2,0.0
171,Music,harmonic,-0.8,0.84,0.0,0.0,0.21
162,Music,skewness,-0.13,-0.13,-0.13,-0.13,0.0
237,Music,skewness,0.0,0.0,0.0,0.0,0.0
239,Music,skewness,0.03,0.03,0.03,0.03,0.0
13,Music,skewness,0.25,0.25,0.25,0.25,0.0
170,Music,skewness,-0.09,-0.09,-0.09,-0.09,0.0
163,Music,harmonic,-0.64,0.51,-0.0,0.0,0.13
163,Music,skewness,-0.4,-0.4,-0.4,-0.4,0.0
166,Music,skewness,-0.21,-0.21,-0.21,-0.21,0.0
165,Music,harmonic,-0.35,0.37,-0.0,0.0,0.07
169,Music,harmonic,-0.6,0.62,0.02,0.02,0.19
168,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
238,Music,skewness,-0.64,-0.64,-0.64,-0.64,0.0
14,Music,harmonic,-0.79,0.84,0.09,0.1,0.34
38,Music,skewness,-0.1,-0.1,-0.1,-0.1,0.0
165,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
164,Music,skewness,0.13,0.13,0.13,0.13,0.0
237,Music,harmonic,-0.27,0.24,0.0,-0.0,0.06
39,Music,harmonic,-0.69,0.71,0.0,-0.0,0.27
37,Music,harmonic,-0.31,0.34,-0.0,0.0,0.09
169,Music,skewness,-0.04,-0.04,-0.04,-0.04,0.0
238,Music,harmonic,-0.75,0.63,0.01,0.02,0.21
166,Music,harmonic,-0.42,0.32,0.0,0.0,0.07
164,Music,harmonic,-0.57,0.64,-0.0,-0.01,0.13
168,Music,harmonic,-0.32,0.27,-0.0,-0.0,0.09
239,Music,harmonic,-0.2,0.26,0.0,0.0,0.04
38,Music,harmonic,-0.46,0.41,0.0,0.0,0.11
37,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
170,Music,harmonic,-0.44,0.34,-0.0,0.0,0.1
236,Music,skewness,0.1,0.1,0.1,0.1,0.0
167,Music,harmonic,-0.3,0.31,0.0,-0.0,0.07
143,Music,harmonic,-0.59,0.61,0.0,-0.0,0.15
39,Music,skewness,0.01,0.01,0.01,0.01,0.0
246,Music,skewness,0.02,0.02,0.02,0.02,0.0
147,Music,harmonic,-0.79,0.75,-0.0,0.0,0.23
147,Music,skewness,-0.06,-0.06,-0.06,-0.06,0.0
246,Music,harmonic,-0.82,0.89,0.0,-0.0,0.21
148,Music,harmonic,-0.77,0.54,-0.0,0.05,0.21
44,Music,harmonic,-0.56,0.59,0.0,0.01,0.14
148,Music,skewness,-0.68,-0.68,-0.68,-0.68,0.0
44,Music,skewness,-0.14,-0.14,-0.14,-0.14,0.0
11,Music,skewness,0.07,0.07,0.07,0.07,0.0
149,Music,harmonic,-0.71,0.79,0.0,-0.0,0.24
149,Music,skewness,0.05,0.05,0.05,0.05,0.0
43,Music,skewness,-0.4,-0.4,-0.4,-0.4,0.0
150,Music,harmonic,-0.14,0.14,0.0,0.0,0.04
245,Music,harmonic,-0.31,0.32,0.0,0.0,0.08
150,Music,skewness,-0.15,-0.15,-0.15,-0.15,0.0
151,Music,harmonic,-0.33,0.36,0.0,0.0,0.07
245,Music,skewness,-0.11,-0.11,-0.11,-0.11,0.0
43,Music,harmonic,-0.96,0.81,0.0,0.01,0.14
146,Music,skewness,-0.04,-0.04,-0.04,-0.04,0.0
247,Music,harmonic,-0.32,0.29,-0.0,0.0,0.08
10,Music,skewness,-0.06,-0.06,-0.06,-0.06,0.0
142,Music,harmonic,-0.27,0.23,0.0,0.0,0.05
46,Music,harmonic,-0.9,0.79,-0.0,0.01,0.28
248,Music,skewness,-0.09,-0.09,-0.09,-0.09,0.0
142,Music,skewness,-0.04,-0.04,-0.04,-0.04,0.0
21,Music,skewness,0.04,0.04,0.04,0.04,0.0
248,Music,harmonic,-1.02,0.97,0.0,0.01,0.32
146,Music,harmonic,-0.22,0.19,0.0,0.0,0.05
143,Music,skewness,0.02,0.02,0.02,0.02,0.0
144,Music,harmonic,-0.87,0.88,-0.0,-0.0,0.28
247,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
144,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
145,Music,harmonic,-0.34,0.36,0.0,-0.0,0.07
45,Music,harmonic,-0.28,0.29,-0.01,-0.01,0.07
11,Music,harmonic,-0.37,0.45,-0.0,-0.0,0.09
145,Music,skewness,0.12,0.12,0.12,0.12,0.0
45,Music,skewness,-0.0,-0.0,-0.0,-0.0,0.0
244,Music,skewness,0.22,0.22,0.22,0.22,0.0
151,Music,skewness,0.06,0.06,0.06,0.06,0.0
12,Music,harmonic,-0.44,0.46,0.0,-0.0,0.12
157,Music,skewness,0.25,0.25,0.25,0.25,0.0
241,Music,skewness,0.18,0.18,0.18,0.18,0.0
158,Music,harmonic,-0.48,0.36,0.0,0.01,0.11
158,Music,skewness,-0.6,-0.6,-0.6,-0.6,0.0
40,Music,skewness,0.05,0.05,0.05,0.05,0.0
13,Music,harmonic,-0.44,0.57,0.0,-0.01,0.15
159,Music,harmonic,-0.74,0.76,0.0,0.0,0.32
41,Music,harmonic,-0.3,0.32,-0.0,0.0,0.08
241,Music,harmonic,-0.61,0.59,-0.0,-0.01,0.16
160,Music,harmonic,-0.36,0.36,-0.0,0.0,0.09
40,Music,harmonic,-0.59,0.67,0.0,-0.0,0.19
240,Music,skewness,-0.19,-0.19,-0.19,-0.19,0.0
160,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
161,Music,harmonic,-0.16,0.18,-0.0,0.0,0.04
240,Music,harmonic,-0.41,0.34,0.0,0.0,0.1
161,Music,skewness,0.03,0.03,0.03,0.03,0.0
159,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
157,Music,harmonic,-0.77,0.77,0.0,-0.02,0.2
242,Music,harmonic,-0.82,0.66,-0.0,0.0,0.18
235,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
152,Music,harmonic,-0.42,0.32,-0.0,0.01,0.1
244,Music,harmonic,-0.28,0.33,-0.0,-0.01,0.1
152,Music,skewness,-0.42,-0.42,-0.42,-0.42,0.0
42,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
153,Music,harmonic,-0.42,0.48,0.0,0.0,0.11
243,Music,skewness,-0.07,-0.07,-0.07,-0.07,0.0
153,Music,skewness,-0.19,-0.19,-0.19,-0.19,0.0
154,Music,harmonic,-0.9,0.9,0.0,-0.0,0.22
42,Music,harmonic,-0.7,0.68,-0.0,0.0,0.17
154,Music,skewness,0.05,0.05,0.05,0.05,0.0
243,Music,harmonic,-0.52,0.47,0.0,0.0,0.1
155,Music,harmonic,-0.16,0.18,0.0,-0.0,0.04
12,Music,skewness,0.07,0.07,0.07,0.07,0.0
155,Music,skewness,0.16,0.16,0.16,0.16,0.0
41,Music,skewness,-0.08,-0.08,-0.08,-0.08,0.0
242,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
156,Music,harmonic,-0.86,0.84,0.0,0.01,0.25
162,Music,harmonic,-0.67,0.57,-0.0,0.0,0.17
156,Music,skewness,-0.09,-0.09,-0.09,-0.09,0.0
178,Music,skewness,0.4,0.4,0.4,0.4,0.0
172,Music,harmonic,-0.51,0.48,-0.0,0.0,0.15
223,Music,harmonic,-0.74,0.63,-0.0,0.0,0.19
200,Music,harmonic,-0.52,0.63,-0.0,-0.0,0.14
200,Music,skewness,0.08,0.08,0.08,0.08,0.0
26,Music,skewness,0.03,0.03,0.03,0.03,0.0
201,Music,harmonic,-0.2,0.21,-0.0,-0.0,0.05
222,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
201,Music,skewness,0.06,0.06,0.06,0.06,0.0
202,Music,harmonic,-0.87,0.88,-0.0,0.0,0.32
26,Music,harmonic,-0.33,0.33,-0.0,-0.0,0.08
222,Music,harmonic,-0.75,0.76,-0.0,0.0,0.4
202,Music,skewness,0.01,0.01,0.01,0.01,0.0
19,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
203,Music,harmonic,-0.74,0.53,0.0,0.0,0.24
221,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
203,Music,skewness,-0.22,-0.22,-0.22,-0.22,0.0
25,Music,skewness,0.0,0.0,0.0,0.0,0.0
204,Music,harmonic,-0.59,0.52,-0.0,-0.0,0.12
19,Music,harmonic,-0.9,0.84,0.0,0.0,0.27
221,Music,harmonic,-0.53,0.47,-0.0,0.0,0.13
199,Music,skewness,-0.68,-0.68,-0.68,-0.68,0.0
199,Music,harmonic,-0.43,0.31,-0.0,0.0,0.12
194,Music,skewness,0.02,0.02,0.02,0.02,0.0
28,Music,skewness,-0.07,-0.07,-0.07,-0.07,0.0
195,Music,harmonic,-0.2,0.26,0.0,-0.0,0.08
225,Music,harmonic,-0.39,0.44,0.0,0.0,0.1
195,Music,skewness,0.04,0.04,0.04,0.04,0.0
196,Music,harmonic,-0.12,0.12,-0.0,0.0,0.04
28,Music,harmonic,-0.65,0.72,0.0,0.0,0.17
18,Music,skewness,-0.1,-0.1,-0.1,-0.1,0.0
196,Music,skewness,-0.08,-0.08,-0.08,-0.08,0.0
224,Music,skewness,-0.06,-0.06,-0.06,-0.06,0.0
197,Music,harmonic,-0.33,0.34,-0.0,-0.0,0.09
197,Music,skewness,0.13,0.13,0.13,0.13,0.0
27,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
224,Music,harmonic,-0.3,0.31,0.0,-0.0,0.05
198,Music,harmonic,-0.19,0.2,-0.0,0.0,0.04
198,Music,skewness,0.05,0.05,0.05,0.05,0.0
223,Music,skewness,-0.34,-0.34,-0.34,-0.34,0.0
27,Music,harmonic,-0.7,0.6,-0.0,-0.0,0.17
204,Music,skewness,0.04,0.04,0.04,0.04,0.0
205,Music,harmonic,-0.94,0.99,0.0,-0.0,0.34
25,Music,harmonic,-0.4,0.41,-0.0,0.0,0.12
23,Music,harmonic,-0.74,0.79,0.0,-0.01,0.26
218,Music,harmonic,-0.42,0.36,0.0,0.0,0.1
211,Music,skewness,0.05,0.05,0.05,0.05,0.0
212,Music,harmonic,-0.78,0.72,0.0,0.0,0.2
217,Music,skewness,0.06,0.06,0.06,0.06,0.0
212,Music,skewness,-0.11,-0.11,-0.11,-0.11,0.0
22,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
213,Music,harmonic,-0.36,0.58,-0.0,-0.0,0.11
21,Music,harmonic,-0.66,0.7,0.0,0.0,0.19
217,Music,harmonic,-0.79,0.8,0.0,-0.0,0.16
213,Music,skewness,1.09,1.09,1.09,1.09,0.0
214,Music,harmonic,-0.34,0.34,0.0,-0.0,0.07
22,Music,harmonic,-0.39,0.36,-0.0,-0.0,0.1
214,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
216,Music,skewness,-0.06,-0.06,-0.06,-0.06,0.0
215,Music,harmonic,-0.73,0.8,0.0,-0.0,0.24
215,Music,skewness,0.1,0.1,0.1,0.1,0.0
211,Music,harmonic,-0.38,0.36,-0.0,-0.0,0.1
210,Music,skewness,0.07,0.07,0.07,0.07,0.0
218,Music,skewness,-0.12,-0.12,-0.12,-0.12,0.0
210,Music,harmonic,-0.18,0.21,-0.0,-0.0,0.04
205,Music,skewness,0.06,0.06,0.06,0.06,0.0
220,Music,skewness,-0.09,-0.09,-0.09,-0.09,0.0
206,Music,harmonic,-0.42,0.38,0.0,0.0,0.1
20,Music,harmonic,-0.65,0.64,0.01,0.01,0.19
206,Music,skewness,-0.07,-0.07,-0.07,-0.07,0.0
24,Music,skewness,-0.13,-0.13,-0.13,-0.13,0.0
220,Music,harmonic,-0.34,0.34,-0.0,0.0,0.09
207,Music,harmonic,-0.8,0.75,0.0,-0.0,0.2
225,Music,skewness,0.02,0.02,0.02,0.02,0.0
207,Music,skewness,0.05,0.05,0.05,0.05,0.0
208,Music,harmonic,-0.53,0.42,-0.0,0.0,0.12
24,Music,harmonic,-0.63,0.5,0.0,0.0,0.12
208,Music,skewness,-0.11,-0.11,-0.11,-0.11,0.0
219,Music,harmonic,-0.59,0.6,0.0,-0.0,0.16
209,Music,harmonic,-0.26,0.24,-0.0,0.0,0.07
209,Music,skewness,-0.19,-0.19,-0.19,-0.19,0.0
23,Music,skewness,0.16,0.16,0.16,0.16,0.0
20,Music,skewness,0.01,0.01,0.01,0.01,0.0
219,Music,skewness,0.11,0.11,0.11,0.11,0.0
194,Music,harmonic,-0.37,0.39,-0.0,-0.0,0.1
193,Music,skewness,-0.2,-0.2,-0.2,-0.2,0.0
226,Music,harmonic,-0.39,0.35,0.0,0.0,0.09
177,Music,skewness,0.0,0.0,0.0,0.0,0.0
178,Music,harmonic,-0.52,0.45,-0.01,-0.03,0.13
34,Music,harmonic,-0.4,0.4,0.0,0.0,0.13
232,Music,skewness,-0.35,-0.35,-0.35,-0.35,0.0
179,Music,harmonic,-0.75,0.73,0.0,-0.0,0.19
16,Music,harmonic,-0.59,0.67,0.0,-0.0,0.15
179,Music,skewness,0.02,0.02,0.02,0.02,0.0
33,Music,skewness,0.05,0.05,0.05,0.05,0.0
232,Music,harmonic,-0.28,0.2,-0.0,0.01,0.08
180,Music,harmonic,-0.52,0.53,-0.0,0.0,0.09
180,Music,skewness,-0.0,-0.0,-0.0,-0.0,0.0
231,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
181,Music,harmonic,-0.31,0.31,-0.0,-0.0,0.1
33,Music,harmonic,-0.28,0.3,-0.0,-0.0,0.08
181,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
231,Music,harmonic,-0.4,0.39,0.0,0.0,0.07
182,Music,harmonic,-0.76,0.64,-0.0,0.03,0.22
233,Music,harmonic,-0.61,0.6,-0.0,-0.0,0.14
177,Music,harmonic,-0.52,0.43,0.0,0.0,0.12
34,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
176,Music,skewness,0.04,0.04,0.04,0.04,0.0
36,Music,harmonic,-0.21,0.21,0.0,0.0,0.04
15,Music,harmonic,-0.58,0.53,0.0,0.0,0.12
172,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
235,Music,harmonic,-0.5,0.39,0.0,0.0,0.09
173,Music,harmonic,-0.65,0.61,0.0,-0.0,0.19
173,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
35,Music,skewness,0.0,0.0,0.0,0.0,0.0
234,Music,skewness,0.1,0.1,0.1,0.1,0.0
182,Music,skewness,-0.34,-0.34,-0.34,-0.34,0.0
174,Music,harmonic,-0.43,0.55,-0.0,-0.01,0.14
234,Music,harmonic,-0.53,0.55,-0.0,-0.0,0.12
175,Music,harmonic,-0.7,0.72,-0.0,-0.0,0.2
35,Music,harmonic,-0.39,0.37,-0.0,0.0,0.08
70,Music,harmonic,-0.65,0.65,-0.0,-0.0,0.18
175,Music,skewness,0.06,0.06,0.06,0.06,0.0
15,Music,skewness,-0.17,-0.17,-0.17,-0.17,0.0
176,Music,harmonic,-0.7,0.62,-0.0,-0.0,0.15
233,Music,skewness,0.09,0.09,0.09,0.09,0.0
174,Music,skewness,0.24,0.24,0.24,0.24,0.0
171,Music,skewness,-0.1,-0.1,-0.1,-0.1,0.0
32,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
183,Music,harmonic,-0.15,0.19,0.0,-0.0,0.05
189,Music,harmonic,-0.77,0.71,0.0,-0.0,0.21
17,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
189,Music,skewness,0.05,0.05,0.05,0.05,0.0
227,Music,skewness,0.05,0.05,0.05,0.05,0.0
190,Music,harmonic,-0.66,0.64,0.0,0.0,0.16
30,Music,harmonic,-0.61,0.53,0.0,0.01,0.15
190,Music,skewness,-0.0,-0.0,-0.0,-0.0,0.0
227,Music,harmonic,-0.43,0.42,0.0,-0.0,0.11
191,Music,harmonic,-0.41,0.44,-0.0,-0.0,0.1
191,Music,skewness,0.1,0.1,0.1,0.1,0.0
29,Music,skewness,-0.14,-0.14,-0.14,-0.14,0.0
192,Music,harmonic,-0.47,0.42,0.0,-0.0,0.1
226,Music,skewness,-0.2,-0.2,-0.2,-0.2,0.0
192,Music,skewness,0.1,0.1,0.1,0.1,0.0
18,Music,harmonic,-0.24,0.2,-0.0,0.0,0.06
193,Music,harmonic,-0.41,0.39,0.0,0.0,0.1
29,Music,harmonic,-0.87,0.87,0.01,0.01,0.25
228,Music,harmonic,-0.54,0.48,0.0,-0.0,0.13
30,Music,skewness,-0.24,-0.24,-0.24,-0.24,0.0
188,Music,skewness,0.07,0.07,0.07,0.07,0.0
188,Music,harmonic,-0.23,0.26,0.0,0.0,0.07
230,Music,skewness,-0.04,-0.04,-0.04,-0.04,0.0
183,Music,skewness,0.39,0.39,0.39,0.39,0.0
184,Music,harmonic,-0.33,0.38,0.0,-0.0,0.08
32,Music,harmonic,-0.67,0.67,-0.0,0.0,0.18
230,Music,harmonic,-0.53,0.51,0.0,-0.0,0.13
184,Music,skewness,0.02,0.02,0.02,0.02,0.0
185,Music,harmonic,-0.47,0.48,-0.0,0.0,0.12
229,Music,skewness,0.2,0.2,0.2,0.2,0.0
16,Music,skewness,0.26,0.26,0.26,0.26,0.0
185,Music,skewness,-0.11,-0.11,-0.11,-0.11,0.0
186,Music,harmonic,-0.57,0.49,0.0,-0.0,0.14
17,Music,harmonic,-0.28,0.31,-0.0,0.0,0.06
229,Music,harmonic,-0.27,0.28,0.0,-0.0,0.07
186,Music,skewness,0.05,0.05,0.05,0.05,0.0
187,Music,harmonic,-0.42,0.34,0.0,0.01,0.1
31,Music,harmonic,-0.58,0.6,0.0,0.0,0.12
187,Music,skewness,-0.07,-0.07,-0.07,-0.07,0.0
