Iteration,Category,data_type,Min,Max,Mean,Median,STD
228,Music,skewness,-0.04,-0.04,-0.04,-0.04,0.0
31,Music,skewness,-0.14,-0.14,-0.14,-0.14,0.0
141,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
216,Music,harmonic,-0.36,0.37,-0.0,-0.0,0.08
249,Music,harmonic,-0.25,0.27,0.0,-0.0,0.08
98,Music,harmonic,-0.42,0.4,-0.0,-0.0,0.11
60,Music,skewness,0.07,0.07,0.07,0.07,0.0
268,Music,harmonic,-0.82,0.85,-0.0,-0.02,0.34
98,Music,skewness,0.02,0.02,0.02,0.02,0.0
99,Music,harmonic,-0.5,0.45,0.0,0.0,0.11
267,Music,skewness,0.33,0.33,0.33,0.33,0.0
99,Music,skewness,-0.11,-0.11,-0.11,-0.11,0.0
60,Music,harmonic,-0.62,0.57,-0.0,-0.0,0.12
100,Music,harmonic,-0.54,0.5,0.0,0.0,0.14
267,Music,harmonic,-0.72,0.78,-0.0,-0.0,0.15
100,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
101,Music,harmonic,-0.24,0.3,0.0,-0.0,0.08
59,Music,skewness,-0.09,-0.09,-0.09,-0.09,0.0
4,Music,skewness,-0.0,-0.0,-0.0,-0.0,0.0
101,Music,skewness,0.11,0.11,0.11,0.11,0.0
266,Music,skewness,-0.0,-0.0,-0.0,-0.0,0.0
102,Music,harmonic,-0.25,0.3,-0.0,-0.0,0.06
4,Music,harmonic,-0.61,0.65,-0.0,0.0,0.18
102,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
97,Music,skewness,0.07,0.07,0.07,0.07,0.0
97,Music,harmonic,-0.5,0.56,0.0,-0.0,0.15
92,Music,skewness,0.02,0.02,0.02,0.02,0.0
270,Music,skewness,-0.68,-0.68,-0.68,-0.68,0.0
93,Music,harmonic,-0.38,0.4,-0.0,-0.0,0.1
93,Music,skewness,0.09,0.09,0.09,0.09,0.0
62,Music,harmonic,-0.54,0.56,0.0,-0.0,0.12
270,Music,harmonic,-0.27,0.22,-0.0,0.0,0.06
94,Music,harmonic,-0.4,0.4,-0.0,0.0,0.08
3,Music,skewness,-0.07,-0.07,-0.07,-0.07,0.0
94,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
269,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
95,Music,harmonic,-0.61,0.75,-0.0,-0.01,0.17
61,Music,skewness,0.1,0.1,0.1,0.1,0.0
95,Music,skewness,0.56,0.56,0.56,0.56,0.0
269,Music,harmonic,-0.26,0.24,-0.0,0.0,0.07
96,Music,harmonic,-0.51,0.53,0.0,0.0,0.11
96,Music,skewness,0.03,0.03,0.03,0.03,0.0
61,Music,harmonic,-0.64,0.65,0.0,0.0,0.14
268,Music,skewness,0.03,0.03,0.03,0.03,0.0
59,Music,harmonic,-0.43,0.44,-0.0,0.0,0.11
266,Music,harmonic,-0.51,0.52,-0.0,-0.0,0.15
103,Music,harmonic,-0.3,0.31,0.0,-0.0,0.07
263,Music,harmonic,-0.32,0.4,0.0,-0.0,0.08
109,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
110,Music,harmonic,-0.37,0.36,-0.0,-0.0,0.1
56,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
110,Music,skewness,0.06,0.06,0.06,0.06,0.0
262,Music,skewness,0.02,0.02,0.02,0.02,0.0
111,Music,harmonic,-0.39,0.39,-0.0,-0.0,0.07
6,Music,harmonic,-0.23,0.3,0.0,-0.0,0.05
111,Music,skewness,-0.04,-0.04,-0.04,-0.04,0.0
56,Music,harmonic,-0.32,0.3,-0.0,-0.0,0.08
262,Music,harmonic,-0.58,0.55,-0.0,-0.0,0.16
112,Music,harmonic,-0.78,0.78,0.0,-0.01,0.37
112,Music,skewness,0.05,0.05,0.05,0.05,0.0
261,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
113,Music,harmonic,-0.2,0.22,-0.0,0.0,0.05
55,Music,skewness,0.04,0.04,0.04,0.04,0.0
113,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
109,Music,harmonic,-0.42,0.34,-0.0,-0.0,0.09
57,Music,harmonic,-0.18,0.18,-0.0,-0.0,0.04
108,Music,skewness,0.17,0.17,0.17,0.17,0.0
263,Music,skewness,0.39,0.39,0.39,0.39,0.0
103,Music,skewness,0.0,0.0,0.0,0.0,0.0
265,Music,skewness,-0.04,-0.04,-0.04,-0.04,0.0
104,Music,harmonic,-0.57,0.66,-0.0,-0.01,0.21
58,Music,skewness,-0.38,-0.38,-0.38,-0.38,0.0
104,Music,skewness,0.2,0.2,0.2,0.2,0.0
5,Music,harmonic,-0.98,0.86,0.0,0.01,0.24
265,Music,harmonic,-0.34,0.31,-0.0,-0.0,0.07
105,Music,harmonic,-0.44,0.42,0.0,0.0,0.13
62,Music,skewness,0.12,0.12,0.12,0.12,0.0
58,Music,harmonic,-0.61,0.46,-0.0,0.0,0.11
264,Music,skewness,0.04,0.04,0.04,0.04,0.0
106,Music,skewness,0.02,0.02,0.02,0.02,0.0
107,Music,harmonic,-0.32,0.31,-0.0,-0.0,0.09
57,Music,skewness,0.08,0.08,0.08,0.08,0.0
264,Music,harmonic,-0.47,0.5,0.0,0.0,0.12
107,Music,skewness,0.08,0.08,0.08,0.08,0.0
5,Music,skewness,-0.07,-0.07,-0.07,-0.07,0.0
108,Music,harmonic,-0.34,0.4,0.0,0.0,0.11
106,Music,harmonic,-0.55,0.54,-0.0,-0.0,0.14
261,Music,harmonic,-0.75,0.73,-0.0,0.0,0.21
92,Music,harmonic,-0.37,0.37,0.0,-0.0,0.13
271,Music,harmonic,-0.83,0.8,-0.0,0.01,0.25
278,Music,harmonic,-0.34,0.31,-0.0,0.0,0.09
76,Music,harmonic,-0.52,0.52,-0.0,0.0,0.14
76,Music,skewness,0.05,0.05,0.05,0.05,0.0
277,Music,skewness,0.23,0.23,0.23,0.23,0.0
77,Music,harmonic,-0.39,0.39,0.0,-0.0,0.1
67,Music,skewness,0.13,0.13,0.13,0.13,0.0
77,Music,skewness,-0.09,-0.09,-0.09,-0.09,0.0
1,Music,harmonic,-0.36,0.4,0.0,0.0,0.11
277,Music,harmonic,-0.3,0.35,0.0,-0.0,0.07
78,Music,harmonic,-0.32,0.39,0.0,-0.0,0.08
78,Music,skewness,0.38,0.38,0.38,0.38,0.0
67,Music,harmonic,-0.63,0.73,-0.0,0.0,0.21
79,Music,harmonic,-0.05,0.05,0.0,-0.0,0.01
276,Music,skewness,-0.04,-0.04,-0.04,-0.04,0.0
79,Music,skewness,0.08,0.08,0.08,0.08,0.0
80,Music,harmonic,-0.0,0.0,-0.0,-0.0,0.0
66,Music,skewness,-0.08,-0.08,-0.08,-0.08,0.0
68,Music,harmonic,-0.24,0.24,0.0,0.0,0.06
276,Music,harmonic,-0.26,0.23,0.0,0.0,0.06
75,Music,skewness,-0.06,-0.06,-0.06,-0.06,0.0
278,Music,skewness,-0.33,-0.33,-0.33,-0.33,0.0
70,Music,skewness,0.01,0.01,0.01,0.01,0.0
0,Music,harmonic,-0.62,0.6,-0.0,0.0,0.14
71,Music,harmonic,-0.7,0.73,0.0,-0.0,0.23
69,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
280,Music,harmonic,-0.5,0.44,-0.0,0.0,0.09
71,Music,skewness,0.05,0.05,0.05,0.05,0.0
72,Music,harmonic,-0.74,0.59,-0.01,0.0,0.18
279,Music,skewness,0.5,0.5,0.5,0.5,0.0
72,Music,skewness,-0.52,-0.52,-0.52,-0.52,0.0
69,Music,harmonic,-0.27,0.23,0.0,-0.0,0.07
73,Music,harmonic,-0.68,0.74,-0.0,-0.0,0.18
279,Music,harmonic,-0.31,0.37,0.01,0.01,0.07
73,Music,skewness,0.14,0.14,0.14,0.14,0.0
74,Music,harmonic,-0.49,0.45,-0.0,0.0,0.13
68,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
0,Music,skewness,-0.0,-0.0,-0.0,-0.0,0.0
74,Music,skewness,-0.2,-0.2,-0.2,-0.2,0.0
75,Music,harmonic,-0.86,0.84,-0.0,-0.0,0.32
80,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
1,Music,skewness,0.04,0.04,0.04,0.04,0.0
81,Music,harmonic,-0.57,0.36,-0.0,-0.0,0.12
87,Music,harmonic,-0.46,0.36,0.0,0.0,0.09
87,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
64,Music,harmonic,-0.61,0.62,-0.0,0.0,0.13
2,Music,skewness,0.1,0.1,0.1,0.1,0.0
88,Music,harmonic,-0.89,0.95,-0.0,0.0,0.28
272,Music,skewness,0.05,0.05,0.05,0.05,0.0
88,Music,skewness,-0.07,-0.07,-0.07,-0.07,0.0
89,Music,harmonic,-0.15,0.16,-0.0,-0.0,0.03
63,Music,skewness,0.05,0.05,0.05,0.05,0.0
272,Music,harmonic,-0.49,0.49,-0.07,-0.06,0.12
89,Music,skewness,0.07,0.07,0.07,0.07,0.0
90,Music,harmonic,-0.4,0.46,-0.0,-0.0,0.1
271,Music,skewness,-0.09,-0.09,-0.09,-0.09,0.0
90,Music,skewness,0.02,0.02,0.02,0.02,0.0
63,Music,harmonic,-0.2,0.18,-0.0,-0.0,0.04
91,Music,harmonic,-0.06,0.06,0.0,0.0,0.01
3,Music,harmonic,-0.58,0.53,0.0,0.0,0.15
273,Music,harmonic,-0.17,0.16,0.0,-0.0,0.04
86,Music,skewness,-0.11,-0.11,-0.11,-0.11,0.0
64,Music,skewness,0.04,0.04,0.04,0.04,0.0
86,Music,harmonic,-0.58,0.44,-0.0,-0.0,0.11
275,Music,skewness,-0.03,-0.03,-0.03,-0.03,0.0
81,Music,skewness,-0.35,-0.35,-0.35,-0.35,0.0
66,Music,harmonic,-0.21,0.2,0.0,0.0,0.03
82,Music,harmonic,-0.37,0.37,-0.0,0.0,0.09
275,Music,harmonic,-0.49,0.64,0.0,0.0,0.1
82,Music,skewness,0.02,0.02,0.02,0.02,0.0
83,Music,harmonic,-0.44,0.58,-0.0,0.0,0.1
65,Music,skewness,-0.16,-0.16,-0.16,-0.16,0.0
91,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
83,Music,skewness,0.16,0.16,0.16,0.16,0.0
84,Music,harmonic,-0.62,0.68,0.0,0.0,0.13
2,Music,harmonic,-0.6,0.58,0.0,-0.01,0.17
84,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
65,Music,harmonic,-0.4,0.39,0.0,0.0,0.11
274,Music,harmonic,-0.17,0.16,-0.0,-0.0,0.05
85,Music,harmonic,-0.66,0.73,0.01,0.01,0.2
85,Music,skewness,0.03,0.03,0.03,0.03,0.0
273,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
274,Music,skewness,0.01,0.01,0.01,0.01,0.0
114,Music,harmonic,-0.45,0.42,-0.0,0.0,0.16
105,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
122,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
252,Music,harmonic,-0.22,0.2,0.0,0.0,0.04
134,Music,skewness,0.07,0.07,0.07,0.07,0.0
125,Music,harmonic,-0.76,0.74,0.0,0.0,0.22
8,Music,harmonic,-0.43,0.56,-0.0,-0.0,0.12
124,Music,skewness,0.21,0.21,0.21,0.21,0.0
9,Music,skewness,-0.09,-0.09,-0.09,-0.09,0.0
135,Music,harmonic,-0.25,0.21,0.0,0.01,0.06
256,Music,skewness,0.01,0.01,0.01,0.01,0.0
124,Music,harmonic,-0.07,0.08,-0.0,-0.0,0.02
251,Music,skewness,0.06,0.06,0.06,0.06,0.0
52,Music,harmonic,-0.96,0.9,-0.0,0.0,0.3
123,Music,skewness,0.25,0.25,0.25,0.25,0.0
135,Music,skewness,-0.07,-0.07,-0.07,-0.07,0.0
51,Music,skewness,-0.08,-0.08,-0.08,-0.08,0.0
123,Music,harmonic,-0.72,0.81,0.0,-0.01,0.21
48,Music,harmonic,-0.43,0.45,0.0,0.0,0.1
253,Music,skewness,-0.23,-0.23,-0.23,-0.23,0.0
136,Music,harmonic,-0.34,0.46,-0.0,-0.0,0.08
251,Music,harmonic,-0.47,0.52,0.0,0.0,0.16
52,Music,skewness,-0.06,-0.06,-0.06,-0.06,0.0
122,Music,harmonic,-0.64,0.67,0.0,0.0,0.19
257,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
136,Music,skewness,0.3,0.3,0.3,0.3,0.0
121,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
7,Music,skewness,0.07,0.07,0.07,0.07,0.0
137,Music,harmonic,-0.33,0.34,0.0,0.0,0.08
121,Music,harmonic,-0.29,0.32,-0.0,0.0,0.08
258,Music,harmonic,-0.47,0.55,-0.0,0.0,0.15
257,Music,harmonic,-0.18,0.19,-0.0,0.0,0.05
256,Music,harmonic,-0.32,0.3,-0.0,-0.0,0.1
125,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
48,Music,skewness,0.11,0.11,0.11,0.11,0.0
130,Music,skewness,0.0,0.0,0.0,0.0,0.0
49,Music,skewness,-0.07,-0.07,-0.07,-0.07,0.0
130,Music,harmonic,-0.68,0.64,0.0,0.0,0.19
254,Music,harmonic,-0.52,0.57,0.0,0.0,0.14
50,Music,harmonic,-0.79,0.77,-0.0,-0.0,0.22
129,Music,skewness,0.23,0.23,0.23,0.23,0.0
131,Music,skewness,0.01,0.01,0.01,0.01,0.0
129,Music,harmonic,-0.21,0.31,0.0,0.0,0.05
9,Music,harmonic,-0.74,0.68,0.0,0.0,0.17
253,Music,harmonic,-0.33,0.34,-0.0,0.01,0.09
132,Music,harmonic,-0.29,0.3,-0.0,-0.0,0.07
254,Music,skewness,0.07,0.07,0.07,0.07,0.0
128,Music,skewness,0.05,0.05,0.05,0.05,0.0
132,Music,skewness,0.0,0.0,0.0,0.0,0.0
8,Music,skewness,0.12,0.12,0.12,0.12,0.0
50,Music,skewness,0.01,0.01,0.01,0.01,0.0
128,Music,harmonic,-0.22,0.21,0.0,0.0,0.04
127,Music,skewness,0.0,0.0,0.0,0.0,0.0
255,Music,harmonic,-0.29,0.29,-0.0,0.0,0.06
49,Music,harmonic,-0.82,0.88,0.0,0.0,0.19
133,Music,harmonic,-0.49,0.46,-0.0,0.0,0.13
252,Music,skewness,0.04,0.04,0.04,0.04,0.0
127,Music,harmonic,-0.6,0.65,0.0,-0.0,0.21
51,Music,harmonic,-0.32,0.28,-0.0,0.0,0.07
126,Music,skewness,-0.0,-0.0,-0.0,-0.0,0.0
133,Music,skewness,-0.14,-0.14,-0.14,-0.14,0.0
255,Music,skewness,0.02,0.02,0.02,0.02,0.0
126,Music,harmonic,-0.73,0.83,-0.0,-0.0,0.19
134,Music,harmonic,-0.34,0.36,0.0,-0.0,0.1
47,Music,skewness,0.13,0.13,0.13,0.13,0.0
53,Music,harmonic,-0.55,0.66,0.0,0.0,0.13
131,Music,harmonic,-0.59,0.63,-0.0,-0.0,0.25
259,Music,skewness,0.17,0.17,0.17,0.17,0.0
138,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
119,Music,harmonic,-0.63,0.44,-0.0,0.01,0.12
47,Music,harmonic,-0.79,0.86,-0.0,-0.0,0.28
118,Music,skewness,0.09,0.09,0.09,0.09,0.0
115,Music,skewness,-0.11,-0.11,-0.11,-0.11,0.0
259,Music,harmonic,-0.7,0.75,-0.0,-0.0,0.2
116,Music,harmonic,-0.34,0.33,-0.0,-0.0,0.05
7,Music,harmonic,-0.32,0.3,0.0,0.0,0.08
118,Music,harmonic,-0.39,0.41,0.0,-0.0,0.09
280,Music,skewness,-0.08,-0.08,-0.08,-0.08,0.0
54,Music,skewness,0.32,0.32,0.32,0.32,0.0
250,Music,harmonic,-0.62,0.66,-0.0,-0.0,0.19
54,Music,harmonic,-0.38,0.37,0.0,-0.0,0.1
117,Music,skewness,-0.11,-0.11,-0.11,-0.11,0.0
139,Music,harmonic,-0.45,0.35,0.0,0.01,0.1
260,Music,harmonic,-0.73,0.64,0.0,-0.0,0.18
120,Music,skewness,-0.11,-0.11,-0.11,-0.11,0.0
117,Music,harmonic,-0.77,0.67,-0.0,0.0,0.19
116,Music,skewness,-0.08,-0.08,-0.08,-0.08,0.0
139,Music,skewness,-0.2,-0.2,-0.2,-0.2,0.0
249,Music,skewness,-0.01,-0.01,-0.01,-0.01,0.0
10,Music,harmonic,-0.28,0.27,0.0,0.0,0.08
46,Music,skewness,-0.18,-0.18,-0.18,-0.18,0.0
140,Music,skewness,-0.02,-0.02,-0.02,-0.02,0.0
140,Music,harmonic,-0.45,0.39,-0.0,-0.0,0.1
250,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
55,Music,harmonic,-0.59,0.43,-0.0,-0.0,0.09
258,Music,skewness,-0.05,-0.05,-0.05,-0.05,0.0
6,Music,skewness,0.18,0.18,0.18,0.18,0.0
141,Music,harmonic,-0.56,0.54,-0.0,0.0,0.18
137,Music,skewness,0.04,0.04,0.04,0.04,0.0
138,Music,harmonic,-0.38,0.4,0.0,0.0,0.12
119,Music,skewness,-0.21,-0.21,-0.21,-0.21,0.0
115,Music,harmonic,-0.67,0.61,0.01,0.01,0.17
114,Music,skewness,-0.04,-0.04,-0.04,-0.04,0.0
260,Music,skewness,-0.06,-0.06,-0.06,-0.06,0.0
53,Music,skewness,0.11,0.11,0.11,0.11,0.0
120,Music,harmonic,-0.56,0.6,-0.0,0.0,0.11
19,Speech,skewness,0.19,0.19,0.19,0.19,0.0
248,Speech,skewness,-0.16,-0.16,-0.16,-0.16,0.0
2,Speech,skewness,-0.03,-0.03,-0.03,-0.03,0.0
217,Speech,harmonic,-0.14,0.22,-0.0,-0.0,0.04
252,Speech,skewness,0.01,0.01,0.01,0.01,0.0
280,Speech,skewness,0.41,0.41,0.41,0.41,0.0
19,Speech,harmonic,-0.48,0.49,-0.0,-0.0,0.07
273,Speech,skewness,0.64,0.64,0.64,0.64,0.0
253,Speech,skewness,1.78,1.78,1.78,1.78,0.0
280,Speech,harmonic,-0.31,0.35,0.0,-0.0,0.05
2,Speech,harmonic,-0.06,0.06,0.0,-0.0,0.01
274,Speech,harmonic,-0.1,0.1,0.0,-0.0,0.02
216,Speech,skewness,-1.46,-1.46,-1.46,-1.46,0.0
244,Speech,skewness,-1.01,-1.01,-1.01,-1.01,0.0
21,Speech,skewness,0.15,0.15,0.15,0.15,0.0
245,Speech,harmonic,-0.29,0.29,0.0,-0.0,0.07
253,Speech,harmonic,-0.23,0.44,0.0,-0.0,0.04
249,Speech,skewness,0.06,0.06,0.06,0.06,0.0
223,Speech,skewness,-0.0,-0.0,-0.0,-0.0,0.0
275,Speech,harmonic,-0.17,0.15,0.0,0.0,0.04
12,Speech,harmonic,-0.15,0.22,0.0,-0.0,0.04
223,Speech,harmonic,-0.12,0.12,-0.0,0.0,0.02
10,Speech,skewness,-1.29,-1.29,-1.29,-1.29,0.0
222,Speech,skewness,0.85,0.85,0.85,0.85,0.0
274,Speech,skewness,0.08,0.08,0.08,0.08,0.0
10,Speech,harmonic,-0.13,0.08,-0.0,0.0,0.02
279,Speech,skewness,-0.4,-0.4,-0.4,-0.4,0.0
246,Speech,skewness,-0.16,-0.16,-0.16,-0.16,0.0
251,Speech,skewness,-0.21,-0.21,-0.21,-0.21,0.0
277,Speech,harmonic,-0.22,0.24,0.0,-0.0,0.04
278,Speech,skewness,-0.04,-0.04,-0.04,-0.04,0.0
220,Speech,harmonic,-0.04,0.04,0.0,0.0,0.01
218,Speech,skewness,0.42,0.42,0.42,0.42,0.0
247,Speech,skewness,1.06,1.06,1.06,1.06,0.0
11,Speech,skewness,0.06,0.06,0.06,0.06,0.0
250,Speech,skewness,0.19,0.19,0.19,0.19,0.0
277,Speech,skewness,0.44,0.44,0.44,0.44,0.0
219,Speech,skewness,0.55,0.55,0.55,0.55,0.0
278,Speech,harmonic,-0.13,0.12,-0.0,-0.0,0.03
247,Speech,harmonic,-0.3,0.39,-0.0,-0.0,0.07
219,Speech,harmonic,-0.18,0.24,0.0,-0.0,0.04
20,Speech,skewness,0.79,0.79,0.79,0.79,0.0
1,Speech,harmonic,-0.03,0.02,0.0,-0.0,0.0
251,Speech,harmonic,-0.22,0.22,-0.0,0.0,0.06
276,Speech,skewness,-0.69,-0.69,-0.69,-0.69,0.0
11,Speech,harmonic,-0.53,0.51,0.0,-0.0,0.11
220,Speech,skewness,-0.07,-0.07,-0.07,-0.07,0.0
245,Speech,skewness,-0.09,-0.09,-0.09,-0.09,0.0
217,Speech,skewness,1.09,1.09,1.09,1.09,0.0
250,Speech,harmonic,-0.22,0.23,0.0,-0.0,0.05
9,Speech,skewness,-0.08,-0.08,-0.08,-0.08,0.0
275,Speech,skewness,-0.31,-0.31,-0.31,-0.31,0.0
221,Speech,skewness,-0.68,-0.68,-0.68,-0.68,0.0
0,Speech,skewness,-0.07,-0.07,-0.07,-0.07,0.0
246,Speech,harmonic,-0.07,0.05,-0.0,0.0,0.01
279,Speech,harmonic,-0.1,0.09,-0.0,0.0,0.02
276,Speech,harmonic,-0.29,0.25,0.0,0.0,0.04
252,Speech,harmonic,-0.0,0.0,-0.0,-0.0,0.0
221,Speech,harmonic,-0.13,0.11,-0.0,0.0,0.02
21,Speech,harmonic,-0.29,0.37,0.0,0.0,0.08
218,Speech,harmonic,-0.12,0.16,0.0,-0.0,0.03
20,Speech,harmonic,-0.12,0.18,-0.0,-0.0,0.03
248,Speech,harmonic,-0.02,0.01,0.0,0.0,0.0
1,Speech,skewness,0.03,0.03,0.03,0.03,0.0
222,Speech,harmonic,-0.15,0.2,0.0,-0.0,0.03
261,Speech,harmonic,-0.11,0.1,-0.0,0.0,0.01
255,Speech,harmonic,-0.17,0.12,0.0,0.0,0.02
273,Speech,harmonic,-0.09,0.1,-0.0,-0.0,0.02
264,Speech,skewness,0.22,0.22,0.22,0.22,0.0
233,Speech,harmonic,-0.23,0.23,0.0,0.0,0.05
14,Speech,harmonic,-0.35,0.39,0.0,-0.0,0.06
16,Speech,harmonic,-0.55,0.51,-0.0,-0.0,0.11
249,Speech,harmonic,-0.17,0.16,0.0,-0.0,0.04
232,Speech,skewness,1.01,1.01,1.01,1.01,0.0
265,Speech,harmonic,-0.19,0.13,0.0,0.0,0.03
239,Speech,harmonic,-0.31,0.31,0.0,-0.0,0.08
258,Speech,skewness,0.79,0.79,0.79,0.79,0.0
265,Speech,skewness,-1.01,-1.01,-1.01,-1.01,0.0
5,Speech,skewness,-0.26,-0.26,-0.26,-0.26,0.0
7,Speech,skewness,0.14,0.14,0.14,0.14,0.0
239,Speech,skewness,0.02,0.02,0.02,0.02,0.0
5,Speech,harmonic,-0.48,0.44,-0.0,0.0,0.09
266,Speech,harmonic,-0.36,0.24,-0.0,0.0,0.06
231,Speech,skewness,-0.15,-0.15,-0.15,-0.15,0.0
16,Speech,skewness,-0.02,-0.02,-0.02,-0.02,0.0
258,Speech,harmonic,-0.12,0.13,0.0,-0.0,0.03
231,Speech,harmonic,-0.25,0.23,-0.0,0.0,0.03
266,Speech,skewness,-0.57,-0.57,-0.57,-0.57,0.0
240,Speech,harmonic,-0.12,0.17,-0.0,-0.0,0.03
230,Speech,skewness,0.41,0.41,0.41,0.41,0.0
232,Speech,harmonic,-0.25,0.38,0.0,-0.0,0.06
259,Speech,harmonic,-0.41,0.48,-0.0,-0.0,0.06
233,Speech,skewness,-0.48,-0.48,-0.48,-0.48,0.0
238,Speech,skewness,0.93,0.93,0.93,0.93,0.0
6,Speech,skewness,-1.65,-1.65,-1.65,-1.65,0.0
261,Speech,skewness,-0.42,-0.42,-0.42,-0.42,0.0
236,Speech,harmonic,-0.27,0.28,0.0,-0.0,0.04
15,Speech,harmonic,-0.24,0.15,-0.0,0.0,0.05
260,Speech,skewness,0.95,0.95,0.95,0.95,0.0
262,Speech,harmonic,-0.2,0.2,0.0,0.0,0.04
235,Speech,skewness,-0.87,-0.87,-0.87,-0.87,0.0
237,Speech,harmonic,-0.35,0.38,0.0,0.0,0.07
14,Speech,skewness,0.2,0.2,0.2,0.2,0.0
235,Speech,harmonic,-0.29,0.21,-0.0,0.0,0.06
262,Speech,skewness,-0.62,-0.62,-0.62,-0.62,0.0
237,Speech,skewness,0.15,0.15,0.15,0.15,0.0
6,Speech,harmonic,-0.77,0.4,-0.06,-0.06,0.1
260,Speech,harmonic,-0.13,0.18,-0.0,-0.0,0.04
7,Speech,harmonic,-0.23,0.24,0.0,0.0,0.04
234,Speech,skewness,-0.04,-0.04,-0.04,-0.04,0.0
15,Speech,skewness,-0.75,-0.75,-0.75,-0.75,0.0
263,Speech,harmonic,-0.07,0.07,0.0,-0.0,0.01
238,Speech,harmonic,-0.09,0.14,-0.0,-0.0,0.02
263,Speech,skewness,0.2,0.2,0.2,0.2,0.0
234,Speech,harmonic,-0.28,0.26,0.0,0.0,0.04
259,Speech,skewness,0.63,0.63,0.63,0.63,0.0
264,Speech,harmonic,-0.13,0.12,-0.0,-0.0,0.02
257,Speech,skewness,0.32,0.32,0.32,0.32,0.0
267,Speech,harmonic,-0.26,0.26,-0.0,-0.0,0.04
13,Speech,skewness,-0.07,-0.07,-0.07,-0.07,0.0
4,Speech,skewness,-0.2,-0.2,-0.2,-0.2,0.0
242,Speech,skewness,0.2,0.2,0.2,0.2,0.0
18,Speech,harmonic,-0.09,0.1,-0.0,0.0,0.02
270,Speech,skewness,-0.75,-0.75,-0.75,-0.75,0.0
8,Speech,skewness,0.29,0.29,0.29,0.29,0.0
226,Speech,skewness,1.44,1.44,1.44,1.44,0.0
236,Speech,skewness,0.03,0.03,0.03,0.03,0.0
271,Speech,harmonic,-0.13,0.19,-0.0,-0.0,0.02
226,Speech,harmonic,-0.07,0.14,0.0,-0.0,0.02
243,Speech,harmonic,-0.31,0.28,0.0,0.0,0.06
271,Speech,skewness,0.35,0.35,0.35,0.35,0.0
12,Speech,skewness,0.94,0.94,0.94,0.94,0.0
254,Speech,skewness,0.46,0.46,0.46,0.46,0.0
225,Speech,skewness,-0.27,-0.27,-0.27,-0.27,0.0
3,Speech,harmonic,-0.18,0.16,0.0,-0.0,0.02
18,Speech,skewness,-0.27,-0.27,-0.27,-0.27,0.0
272,Speech,harmonic,-0.3,0.35,0.0,0.0,0.07
243,Speech,skewness,-0.49,-0.49,-0.49,-0.49,0.0
225,Speech,harmonic,-0.41,0.34,-0.0,0.0,0.1
272,Speech,skewness,-0.1,-0.1,-0.1,-0.1,0.0
224,Speech,skewness,0.82,0.82,0.82,0.82,0.0
254,Speech,harmonic,-0.28,0.3,0.0,-0.0,0.05
244,Speech,harmonic,-0.56,0.41,-0.0,0.0,0.08
9,Speech,harmonic,-0.13,0.13,-0.0,0.0,0.03
3,Speech,skewness,0.07,0.07,0.07,0.07,0.0
224,Speech,harmonic,-0.25,0.33,0.0,-0.0,0.07
227,Speech,harmonic,-0.12,0.14,-0.0,-0.0,0.03
270,Speech,harmonic,-0.09,0.07,-0.0,-0.0,0.01
240,Speech,skewness,0.59,0.59,0.59,0.59,0.0
267,Speech,skewness,0.02,0.02,0.02,0.02,0.0
230,Speech,harmonic,-0.21,0.28,-0.0,-0.0,0.04
17,Speech,harmonic,-0.22,0.33,0.0,-0.0,0.06
257,Speech,harmonic,-0.08,0.08,0.0,-0.0,0.01
268,Speech,harmonic,-0.14,0.18,-0.0,-0.0,0.03
229,Speech,skewness,0.2,0.2,0.2,0.2,0.0
8,Speech,harmonic,-0.09,0.11,0.0,-0.0,0.02
241,Speech,harmonic,-0.23,0.35,0.0,0.0,0.04
229,Speech,harmonic,-0.43,0.39,0.0,-0.0,0.11
256,Speech,skewness,0.44,0.44,0.44,0.44,0.0
268,Speech,skewness,0.95,0.95,0.95,0.95,0.0
