Iteration,Category,data_type,Min,Max,Mean,Median,STD
213,Mixture,percussive,-0.39,0.4,0.0,0.0,0.07
214,Mixture,harmonic,-0.31,0.32,-0.0,0.0,0.07
214,Mixture,percussive,-0.42,0.46,-0.0,0.0,0.09
202,Mixture,percussive,-0.36,0.35,-0.0,-0.0,0.06
70,Mixture,harmonic,-0.29,0.34,0.0,0.0,0.08
280,Mixture,percussive,-0.44,0.48,0.0,-0.0,0.09
55,Mixture,percussive,-0.42,0.49,0.0,0.0,0.07
18,Mixture,percussive,-0.46,0.5,0.0,-0.0,0.09
27,Mixture,percussive,-0.39,0.41,-0.0,-0.0,0.08
50,Mixture,harmonic,-0.33,0.32,-0.0,0.0,0.07
38,Mixture,harmonic,-0.27,0.23,0.0,0.0,0.05
63,Mixture,percussive,-0.41,0.48,-0.0,0.0,0.08
2,Mixture,percussive,-0.39,0.43,0.0,0.0,0.06
16,Mixture,harmonic,-0.29,0.3,0.0,-0.0,0.07
28,Mixture,harmonic,-0.38,0.28,0.0,-0.0,0.07
41,Mixture,percussive,-0.45,0.5,0.0,0.0,0.08
58,Mixture,percussive,-0.44,0.47,0.0,0.0,0.09
33,Mixture,harmonic,-0.35,0.31,0.0,0.0,0.07
50,Mixture,percussive,-0.42,0.43,0.0,-0.0,0.08
63,Mixture,harmonic,-0.34,0.32,-0.0,0.0,0.06
53,Mixture,percussive,-0.42,0.38,-0.0,0.0,0.07
28,Mixture,percussive,-0.45,0.39,0.0,0.0,0.05
8,Mixture,percussive,-0.47,0.47,0.0,0.0,0.09
42,Mixture,harmonic,-0.47,0.3,-0.02,-0.02,0.08
64,Mixture,harmonic,-0.35,0.35,0.0,0.0,0.07
12,Mixture,harmonic,-0.26,0.26,-0.0,0.0,0.05
26,Mixture,harmonic,-0.3,0.32,-0.0,-0.0,0.06
34,Mixture,harmonic,-0.3,0.28,-0.0,0.0,0.08
14,Mixture,harmonic,-0.3,0.23,-0.0,0.0,0.06
65,Mixture,harmonic,-0.36,0.32,0.0,0.0,0.08
19,Mixture,harmonic,-0.35,0.31,-0.0,0.0,0.08
54,Mixture,harmonic,-0.44,0.42,-0.0,-0.0,0.09
52,Mixture,percussive,-0.35,0.27,-0.0,0.0,0.04
18,Mixture,harmonic,-0.34,0.29,0.0,0.0,0.08
26,Mixture,percussive,-0.43,0.45,0.0,-0.0,0.07
42,Mixture,percussive,-0.47,0.42,-0.0,-0.0,0.07
2,Mixture,harmonic,-0.35,0.42,0.0,-0.0,0.08
64,Mixture,percussive,-0.24,0.23,-0.0,-0.0,0.03
49,Mixture,percussive,-0.41,0.41,0.0,0.0,0.07
58,Mixture,harmonic,-0.35,0.31,0.0,0.0,0.07
33,Mixture,percussive,-0.53,0.62,0.0,0.0,0.1
27,Mixture,harmonic,-0.27,0.3,0.0,0.0,0.07
46,Mixture,harmonic,-0.24,0.3,-0.0,-0.0,0.06
49,Mixture,harmonic,-0.31,0.32,-0.0,-0.0,0.07
12,Mixture,percussive,-0.43,0.44,0.0,0.0,0.09
62,Mixture,percussive,-0.47,0.33,-0.0,0.0,0.04
40,Mixture,harmonic,-0.31,0.37,0.0,-0.0,0.07
13,Mixture,harmonic,-0.27,0.29,-0.0,-0.0,0.06
61,Mixture,harmonic,-0.43,0.34,0.0,0.0,0.08
59,Mixture,percussive,-0.45,0.42,0.0,0.0,0.06
30,Mixture,percussive,-0.36,0.4,0.0,0.0,0.07
16,Mixture,percussive,-0.47,0.48,0.0,0.0,0.08
52,Mixture,harmonic,-0.32,0.35,0.0,0.0,0.07
17,Mixture,harmonic,-0.29,0.31,0.0,0.0,0.07
39,Mixture,harmonic,-0.29,0.28,0.0,0.0,0.06
7,Mixture,percussive,-0.43,0.53,0.0,0.0,0.06
60,Mixture,percussive,-0.47,0.44,0.0,0.0,0.07
31,Mixture,harmonic,-0.32,0.3,-0.0,-0.0,0.06
39,Mixture,percussive,-0.48,0.55,0.0,-0.0,0.08
31,Mixture,percussive,-0.45,0.45,0.0,-0.0,0.09
4,Mixture,harmonic,-0.33,0.34,-0.0,-0.0,0.06
3,Mixture,percussive,-0.38,0.42,0.0,0.0,0.07
32,Mixture,harmonic,-0.41,0.54,-0.0,0.0,0.1
13,Mixture,percussive,-0.6,0.6,0.0,-0.0,0.09
30,Mixture,harmonic,-0.35,0.32,-0.0,0.0,0.07
7,Mixture,harmonic,-0.22,0.29,0.0,0.0,0.06
38,Mixture,percussive,-0.43,0.44,0.0,-0.0,0.07
29,Mixture,harmonic,-0.33,0.38,0.0,-0.0,0.08
3,Mixture,harmonic,-0.25,0.29,-0.0,0.0,0.07
51,Mixture,harmonic,-0.27,0.27,-0.0,0.0,0.07
4,Mixture,percussive,-0.43,0.41,0.0,0.0,0.08
8,Mixture,harmonic,-0.32,0.26,-0.0,0.0,0.07
41,Mixture,harmonic,-0.31,0.28,0.0,-0.0,0.07
59,Mixture,harmonic,-0.25,0.29,0.0,0.0,0.05
32,Mixture,percussive,-0.52,0.48,0.0,0.0,0.08
29,Mixture,percussive,-0.39,0.44,0.0,0.0,0.07
40,Mixture,percussive,-0.39,0.43,0.0,0.0,0.06
17,Mixture,percussive,-0.41,0.39,0.0,0.0,0.07
51,Mixture,percussive,-0.42,0.44,0.0,-0.0,0.09
61,Mixture,percussive,-0.55,0.58,0.0,0.0,0.07
53,Mixture,harmonic,-0.29,0.27,-0.0,0.0,0.06
62,Mixture,harmonic,-0.31,0.29,-0.0,0.0,0.07
43,Mixture,harmonic,-0.27,0.25,-0.0,0.0,0.05
5,Mixture,harmonic,-0.31,0.27,0.0,0.0,0.08
44,Mixture,percussive,-0.4,0.41,0.0,0.0,0.09
47,Mixture,harmonic,-0.25,0.22,0.0,0.0,0.05
45,Mixture,harmonic,-0.35,0.33,-0.0,-0.0,0.07
20,Mixture,percussive,-0.32,0.27,0.0,-0.0,0.03
23,Mixture,harmonic,-0.3,0.31,0.0,0.0,0.06
55,Mixture,harmonic,-0.25,0.3,0.0,0.0,0.06
68,Mixture,harmonic,-0.22,0.19,0.0,0.0,0.04
0,Mixture,percussive,-0.44,0.43,0.0,-0.0,0.07
56,Mixture,percussive,-0.4,0.41,0.0,-0.0,0.07
35,Mixture,harmonic,-0.35,0.37,0.0,0.0,0.08
23,Mixture,percussive,-0.44,0.38,0.0,0.0,0.07
57,Mixture,percussive,-0.51,0.49,-0.0,-0.0,0.09
67,Mixture,percussive,-0.42,0.41,0.0,-0.0,0.07
47,Mixture,percussive,-0.61,0.62,0.0,-0.0,0.09
11,Mixture,harmonic,-0.18,0.19,-0.0,0.0,0.04
9,Mixture,percussive,-0.26,0.22,0.0,0.0,0.04
14,Mixture,percussive,-0.4,0.42,-0.0,0.0,0.07
5,Mixture,percussive,-0.37,0.39,0.0,0.0,0.08
15,Mixture,harmonic,-0.27,0.23,-0.0,0.0,0.06
68,Mixture,percussive,-0.48,0.45,0.0,0.0,0.08
6,Mixture,harmonic,-0.33,0.3,-0.03,-0.03,0.07
21,Mixture,percussive,-0.41,0.42,0.0,0.0,0.07
69,Mixture,percussive,-0.42,0.48,-0.0,-0.0,0.08
36,Mixture,harmonic,-0.32,0.26,0.0,0.0,0.08
21,Mixture,harmonic,-0.24,0.29,0.0,0.0,0.06
10,Mixture,percussive,-0.39,0.42,-0.0,0.0,0.08
0,Mixture,harmonic,-0.34,0.32,-0.0,-0.0,0.08
22,Mixture,harmonic,-0.34,0.37,-0.0,-0.0,0.07
69,Mixture,harmonic,-0.25,0.28,-0.0,-0.0,0.06
46,Mixture,percussive,-0.42,0.39,0.0,0.0,0.06
45,Mixture,percussive,-0.44,0.41,0.0,0.0,0.06
10,Mixture,harmonic,-0.29,0.34,-0.0,0.0,0.06
36,Mixture,percussive,-0.44,0.47,0.0,0.0,0.1
56,Mixture,harmonic,-0.3,0.34,-0.0,-0.0,0.07
22,Mixture,percussive,-0.6,0.5,0.0,0.0,0.09
35,Mixture,percussive,-0.58,0.74,0.0,-0.0,0.11
24,Mixture,harmonic,-0.33,0.31,0.0,0.0,0.06
60,Mixture,harmonic,-0.28,0.31,-0.0,0.0,0.07
43,Mixture,percussive,-0.48,0.56,-0.0,-0.0,0.08
57,Mixture,harmonic,-0.29,0.29,-0.0,-0.0,0.05
11,Mixture,percussive,-0.43,0.41,0.0,-0.0,0.07
25,Mixture,percussive,-0.41,0.4,0.0,0.0,0.09
66,Mixture,percussive,-0.64,0.62,-0.0,-0.0,0.09
54,Mixture,percussive,-0.42,0.43,0.0,0.0,0.09
24,Mixture,percussive,-0.44,0.44,0.0,0.0,0.07
19,Mixture,percussive,-0.45,0.41,0.0,0.0,0.08
34,Mixture,percussive,-0.41,0.44,0.0,0.0,0.08
1,Mixture,percussive,-0.4,0.46,-0.0,-0.0,0.08
48,Mixture,harmonic,-0.27,0.22,0.0,0.0,0.05
6,Mixture,percussive,-0.46,0.44,-0.0,-0.0,0.09
1,Mixture,harmonic,-0.41,0.34,0.0,-0.0,0.06
44,Mixture,harmonic,-0.3,0.26,0.0,0.0,0.07
15,Mixture,percussive,-0.4,0.41,0.0,0.0,0.07
20,Mixture,harmonic,-0.3,0.37,-0.0,0.0,0.06
48,Mixture,percussive,-0.46,0.44,0.0,0.0,0.09
25,Mixture,harmonic,-0.43,0.47,-0.0,0.0,0.11
66,Mixture,harmonic,-0.29,0.36,-0.0,0.0,0.06
9,Mixture,harmonic,-0.35,0.35,0.0,0.0,0.07
37,Mixture,harmonic,-0.31,0.31,-0.0,0.0,0.07
67,Mixture,harmonic,-0.34,0.32,-0.0,0.0,0.06
65,Mixture,percussive,-0.4,0.41,-0.0,0.0,0.07
37,Mixture,percussive,-0.39,0.42,0.0,0.0,0.07
167,Music,percussive,-0.6,0.5,0.0,0.0,0.07
236,Music,harmonic,-0.26,0.31,-0.0,0.0,0.06
14,Music,percussive,-0.84,0.91,0.01,0.01,0.15
36,Music,percussive,-0.08,0.07,-0.0,-0.0,0.02
171,Music,harmonic,-0.87,0.8,0.0,0.0,0.27
162,Music,percussive,-0.57,0.64,0.0,-0.0,0.06
237,Music,percussive,-0.14,0.16,0.0,0.0,0.02
239,Music,percussive,-0.14,0.17,0.0,0.0,0.03
13,Music,percussive,-0.51,0.51,0.0,-0.0,0.05
170,Music,percussive,-0.23,0.2,-0.0,-0.0,0.02
163,Music,harmonic,-0.6,0.54,-0.0,0.0,0.14
163,Music,percussive,-0.38,0.15,-0.0,-0.0,0.02
166,Music,percussive,-0.37,0.25,0.0,-0.0,0.04
165,Music,harmonic,-0.45,0.47,-0.0,-0.0,0.08
169,Music,harmonic,-0.63,0.59,0.02,0.03,0.18
168,Music,percussive,-0.08,0.1,-0.0,0.0,0.01
238,Music,percussive,-0.61,0.62,0.01,0.01,0.06
14,Music,harmonic,-0.84,0.84,0.07,0.08,0.29
38,Music,percussive,-0.08,0.08,0.0,0.0,0.01
165,Music,percussive,-0.41,0.4,0.0,-0.0,0.08
164,Music,percussive,-0.43,0.45,-0.0,-0.0,0.05
237,Music,harmonic,-0.32,0.28,0.0,0.0,0.06
39,Music,harmonic,-0.71,0.72,0.0,0.0,0.31
37,Music,harmonic,-0.47,0.46,-0.0,-0.0,0.1
169,Music,percussive,-0.45,0.56,0.0,0.0,0.07
238,Music,harmonic,-0.58,0.62,0.0,0.01,0.18
166,Music,harmonic,-0.51,0.46,0.0,0.0,0.12
164,Music,harmonic,-0.43,0.54,-0.0,-0.01,0.12
168,Music,harmonic,-0.27,0.34,-0.0,0.0,0.07
239,Music,harmonic,-0.65,0.58,0.0,-0.0,0.12
38,Music,harmonic,-0.22,0.22,0.0,-0.0,0.06
37,Music,percussive,-0.31,0.31,0.0,0.0,0.03
170,Music,harmonic,-0.57,0.56,0.0,0.0,0.15
236,Music,percussive,-0.69,0.67,0.0,0.0,0.08
167,Music,harmonic,-0.41,0.38,0.0,-0.0,0.09
143,Music,harmonic,-0.69,0.65,-0.0,0.01,0.21
39,Music,percussive,-0.95,1.14,0.0,0.0,0.16
246,Music,percussive,-0.38,0.41,-0.0,0.0,0.04
147,Music,harmonic,-0.7,0.72,0.0,-0.0,0.22
147,Music,percussive,-0.69,0.69,0.0,0.0,0.12
246,Music,harmonic,-0.54,0.53,0.0,0.0,0.12
148,Music,harmonic,-0.52,0.37,-0.0,0.02,0.16
44,Music,harmonic,-0.52,0.43,0.0,0.0,0.13
148,Music,percussive,-0.46,0.41,-0.0,0.0,0.05
44,Music,percussive,-0.2,0.23,0.0,0.0,0.02
11,Music,percussive,-0.27,0.24,0.0,-0.0,0.02
149,Music,harmonic,-0.67,0.68,0.01,0.0,0.23
149,Music,percussive,-0.73,0.77,0.01,0.01,0.16
43,Music,percussive,-0.12,0.12,0.0,0.0,0.02
150,Music,harmonic,-0.38,0.44,0.0,0.0,0.09
245,Music,harmonic,-0.29,0.31,-0.0,0.0,0.04
150,Music,percussive,-0.17,0.18,0.0,0.0,0.03
151,Music,harmonic,-0.09,0.09,-0.0,0.0,0.02
245,Music,percussive,-0.31,0.45,0.0,-0.0,0.03
43,Music,harmonic,-0.37,0.31,0.0,0.0,0.09
146,Music,percussive,-0.42,0.45,0.0,-0.0,0.07
247,Music,harmonic,-0.33,0.32,-0.0,-0.0,0.08
10,Music,percussive,-0.27,0.36,0.0,0.0,0.03
142,Music,harmonic,-0.26,0.35,0.0,-0.0,0.07
46,Music,harmonic,-0.54,0.55,-0.0,-0.01,0.16
248,Music,percussive,-0.61,0.39,-0.0,-0.0,0.03
142,Music,percussive,-0.13,0.13,0.0,0.0,0.01
21,Music,percussive,-0.05,0.05,0.0,0.0,0.0
248,Music,harmonic,-0.17,0.16,-0.0,-0.0,0.04
146,Music,harmonic,-0.66,0.57,0.0,0.01,0.16
143,Music,percussive,-0.5,0.43,-0.0,0.0,0.06
144,Music,harmonic,-0.85,0.82,0.0,-0.0,0.27
247,Music,percussive,-0.07,0.06,0.0,0.0,0.01
144,Music,percussive,-0.71,0.74,0.0,0.0,0.15
145,Music,harmonic,-0.22,0.24,-0.0,0.0,0.05
45,Music,harmonic,-0.69,0.64,-0.0,-0.0,0.19
11,Music,harmonic,-0.32,0.32,0.0,0.0,0.08
145,Music,percussive,-0.47,0.54,-0.0,-0.0,0.03
45,Music,percussive,-0.55,0.55,-0.0,-0.0,0.08
244,Music,percussive,-0.24,0.24,-0.0,-0.0,0.03
151,Music,percussive,-0.07,0.06,-0.0,0.0,0.01
12,Music,harmonic,-0.27,0.26,0.0,-0.0,0.08
157,Music,percussive,-0.0,0.0,-0.0,-0.0,0.0
241,Music,percussive,-0.02,0.02,-0.0,-0.0,0.0
158,Music,harmonic,-0.39,0.41,0.0,0.01,0.1
158,Music,percussive,-0.47,0.34,0.0,0.0,0.05
40,Music,percussive,-0.62,0.58,0.0,0.0,0.12
13,Music,harmonic,-0.67,0.57,0.0,0.0,0.17
159,Music,harmonic,-0.74,0.73,0.0,-0.0,0.31
41,Music,harmonic,-0.3,0.3,-0.0,-0.0,0.07
241,Music,harmonic,-0.05,0.05,-0.0,-0.0,0.01
160,Music,harmonic,-0.56,0.52,-0.0,-0.0,0.14
40,Music,harmonic,-0.68,0.67,0.0,0.01,0.21
240,Music,percussive,-0.27,0.32,0.0,0.0,0.03
160,Music,percussive,-0.51,0.41,-0.0,0.0,0.05
161,Music,harmonic,-0.16,0.19,-0.0,-0.0,0.04
240,Music,harmonic,-0.36,0.36,0.0,0.0,0.08
161,Music,percussive,-0.06,0.08,-0.0,-0.0,0.01
159,Music,percussive,-0.96,0.93,0.0,0.0,0.18
157,Music,harmonic,-0.0,0.0,-0.0,0.0,0.0
242,Music,harmonic,-0.37,0.35,0.0,0.0,0.09
235,Music,percussive,-0.86,0.84,0.0,-0.0,0.18
152,Music,harmonic,-0.18,0.21,0.0,-0.0,0.04
244,Music,harmonic,-0.63,0.68,-0.0,-0.0,0.18
152,Music,percussive,-0.75,0.69,0.0,0.0,0.05
42,Music,percussive,-0.22,0.25,-0.0,-0.0,0.04
153,Music,harmonic,-0.48,0.53,0.0,0.0,0.1
243,Music,percussive,-0.54,0.51,0.0,0.0,0.09
153,Music,percussive,-0.58,0.62,-0.0,0.0,0.09
154,Music,harmonic,-0.61,0.72,-0.0,-0.0,0.17
42,Music,harmonic,-0.51,0.62,-0.0,-0.0,0.14
154,Music,percussive,-0.7,0.83,0.0,-0.0,0.09
243,Music,harmonic,-0.3,0.31,-0.0,0.0,0.08
155,Music,harmonic,-0.14,0.11,-0.0,-0.0,0.02
12,Music,percussive,-0.08,0.07,0.0,-0.0,0.01
155,Music,percussive,-0.05,0.05,0.0,0.0,0.0
41,Music,percussive,-0.04,0.07,-0.0,0.0,0.0
242,Music,percussive,-0.15,0.17,-0.0,-0.0,0.01
156,Music,harmonic,-0.83,0.79,0.0,-0.0,0.25
162,Music,harmonic,-0.74,0.75,-0.0,-0.0,0.16
156,Music,percussive,-0.72,0.73,-0.0,0.0,0.12
178,Music,percussive,-0.43,0.32,-0.0,-0.0,0.03
172,Music,harmonic,-0.52,0.47,-0.0,-0.0,0.14
223,Music,harmonic,-0.66,0.53,-0.0,0.0,0.19
200,Music,harmonic,-0.47,0.51,-0.0,0.0,0.1
200,Music,percussive,-0.19,0.17,-0.0,0.0,0.03
26,Music,percussive,-0.48,0.48,0.0,0.0,0.06
201,Music,harmonic,-0.07,0.07,-0.0,-0.0,0.03
222,Music,percussive,-0.38,0.2,-0.0,0.0,0.03
201,Music,percussive,-0.02,0.02,-0.0,0.0,0.0
202,Music,harmonic,-0.87,0.88,-0.0,-0.0,0.27
26,Music,harmonic,-0.35,0.35,0.0,-0.0,0.08
222,Music,harmonic,-0.89,0.82,-0.0,-0.06,0.43
202,Music,percussive,-0.83,0.79,-0.0,0.0,0.22
19,Music,percussive,-0.8,0.77,0.0,0.0,0.1
203,Music,harmonic,-0.32,0.29,-0.0,0.0,0.1
221,Music,percussive,-0.11,0.12,-0.0,-0.0,0.02
203,Music,percussive,-0.19,0.24,-0.0,-0.0,0.03
25,Music,percussive,-0.24,0.19,-0.0,-0.0,0.02
204,Music,harmonic,-0.43,0.59,0.0,-0.0,0.11
19,Music,harmonic,-0.82,0.88,0.0,0.0,0.26
221,Music,harmonic,-0.38,0.38,-0.0,-0.0,0.11
199,Music,percussive,-0.62,0.66,0.0,-0.0,0.07
199,Music,harmonic,-0.47,0.61,0.0,-0.0,0.14
194,Music,percussive,-0.41,0.45,-0.0,-0.0,0.06
28,Music,percussive,-0.53,0.41,0.0,0.0,0.06
195,Music,harmonic,-0.52,0.53,0.0,0.0,0.15
225,Music,harmonic,-0.57,0.49,-0.0,0.0,0.14
195,Music,percussive,-0.47,0.56,0.0,0.0,0.07
196,Music,harmonic,-0.14,0.13,-0.0,-0.0,0.04
28,Music,harmonic,-0.92,0.84,0.0,0.01,0.27
18,Music,percussive,-0.81,0.85,-0.0,0.0,0.1
196,Music,percussive,-0.04,0.04,0.0,0.0,0.0
224,Music,percussive,-0.6,0.46,0.0,0.0,0.06
197,Music,harmonic,-0.3,0.32,0.0,-0.0,0.09
197,Music,percussive,-0.44,0.29,0.0,0.0,0.03
27,Music,percussive,-0.1,0.14,-0.0,-0.0,0.01
224,Music,harmonic,-0.28,0.26,-0.0,-0.0,0.05
198,Music,harmonic,-0.49,0.32,0.0,0.0,0.08
198,Music,percussive,-0.3,0.32,0.0,0.0,0.03
223,Music,percussive,-0.82,0.79,-0.0,-0.0,0.09
27,Music,harmonic,-0.53,0.53,0.0,0.0,0.12
204,Music,percussive,-0.49,0.59,-0.0,-0.0,0.08
205,Music,harmonic,-0.86,0.88,0.0,-0.0,0.33
25,Music,harmonic,-0.51,0.47,0.0,0.0,0.15
23,Music,harmonic,-0.73,0.75,0.0,-0.0,0.23
218,Music,harmonic,-0.17,0.16,0.0,0.0,0.05
211,Music,percussive,-0.57,0.56,0.0,-0.0,0.05
212,Music,harmonic,-0.64,0.74,0.0,0.0,0.19
217,Music,percussive,-0.88,0.81,-0.0,0.0,0.13
212,Music,percussive,-0.68,0.69,0.0,0.0,0.09
22,Music,percussive,-0.36,0.33,-0.0,0.0,0.03
213,Music,harmonic,-0.42,0.57,-0.0,-0.01,0.12
21,Music,harmonic,-0.22,0.2,-0.0,0.0,0.06
217,Music,harmonic,-0.82,0.76,0.0,0.0,0.18
213,Music,percussive,-0.77,0.72,0.0,-0.0,0.09
214,Music,harmonic,-0.78,0.73,0.0,0.0,0.19
22,Music,harmonic,-0.51,0.67,-0.0,-0.0,0.14
214,Music,percussive,-0.92,0.78,-0.0,-0.0,0.13
216,Music,percussive,-0.36,0.4,0.0,0.0,0.04
215,Music,harmonic,-0.73,0.58,-0.0,0.01,0.18
215,Music,percussive,-0.53,0.48,-0.0,0.0,0.04
211,Music,harmonic,-0.28,0.29,0.0,0.0,0.08
210,Music,percussive,-0.22,0.22,0.0,0.0,0.03
218,Music,percussive,-0.17,0.17,0.0,0.0,0.02
210,Music,harmonic,-0.48,0.49,-0.0,-0.0,0.1
205,Music,percussive,-0.51,0.55,0.0,0.0,0.1
220,Music,percussive,-0.29,0.25,-0.0,-0.0,0.02
206,Music,harmonic,-0.95,0.88,0.0,0.0,0.26
20,Music,harmonic,-0.65,0.59,0.01,0.01,0.13
206,Music,percussive,-0.75,0.73,-0.0,0.0,0.14
24,Music,percussive,-0.83,0.87,0.0,-0.0,0.15
220,Music,harmonic,-0.42,0.43,-0.0,-0.0,0.1
207,Music,harmonic,-0.68,0.71,0.0,0.0,0.19
225,Music,percussive,-0.58,0.57,-0.0,-0.0,0.14
207,Music,percussive,-0.62,0.62,-0.0,0.0,0.12
208,Music,harmonic,-0.6,0.55,-0.0,0.0,0.14
24,Music,harmonic,-0.8,0.76,-0.0,-0.0,0.22
208,Music,percussive,-0.56,0.43,-0.0,0.0,0.06
219,Music,harmonic,-0.0,0.0,-0.0,-0.0,0.0
209,Music,harmonic,-0.34,0.24,0.0,0.0,0.07
209,Music,percussive,-0.58,0.61,-0.0,0.0,0.04
23,Music,percussive,-0.84,0.83,0.0,0.0,0.14
20,Music,percussive,-0.64,0.71,0.0,0.0,0.05
219,Music,percussive,-0.0,0.0,-0.0,-0.0,0.0
194,Music,harmonic,-0.5,0.43,0.0,0.0,0.14
193,Music,percussive,-0.65,0.51,0.0,0.0,0.07
226,Music,harmonic,-0.42,0.37,0.0,0.0,0.09
177,Music,percussive,-0.1,0.1,0.0,0.0,0.02
178,Music,harmonic,-0.41,0.7,-0.0,-0.01,0.13
34,Music,harmonic,-0.47,0.46,0.0,0.0,0.15
232,Music,percussive,-0.38,0.44,-0.0,-0.0,0.03
179,Music,harmonic,-0.67,0.67,0.0,0.0,0.16
16,Music,harmonic,-0.38,0.43,0.0,-0.0,0.09
179,Music,percussive,-0.79,0.87,0.0,0.0,0.13
33,Music,percussive,-0.13,0.15,-0.0,-0.0,0.02
232,Music,harmonic,-0.31,0.36,-0.0,-0.01,0.1
180,Music,harmonic,-0.67,0.77,0.0,0.0,0.16
180,Music,percussive,-0.7,0.81,0.0,0.0,0.12
231,Music,percussive,-0.2,0.22,0.0,0.0,0.02
181,Music,harmonic,-0.45,0.43,-0.0,0.0,0.13
33,Music,harmonic,-0.12,0.14,-0.0,-0.0,0.02
181,Music,percussive,-0.27,0.27,-0.0,-0.0,0.06
231,Music,harmonic,-0.18,0.16,0.0,-0.0,0.03
182,Music,harmonic,-0.35,0.37,-0.0,-0.0,0.09
233,Music,harmonic,-0.64,0.5,0.0,0.01,0.13
177,Music,harmonic,-0.34,0.32,0.0,0.0,0.08
34,Music,percussive,-0.41,0.27,0.0,0.0,0.04
176,Music,percussive,-0.37,0.38,-0.0,0.0,0.04
36,Music,harmonic,-0.14,0.18,-0.0,0.0,0.04
15,Music,harmonic,-0.55,0.44,0.0,0.0,0.12
172,Music,percussive,-0.56,0.59,-0.0,-0.0,0.08
235,Music,harmonic,-0.64,0.69,-0.0,0.0,0.17
173,Music,harmonic,-0.76,0.77,0.0,0.01,0.21
173,Music,percussive,-0.82,0.73,0.0,0.0,0.13
35,Music,percussive,-0.24,0.25,0.0,-0.0,0.02
234,Music,percussive,-0.82,0.72,-0.0,-0.0,0.12
182,Music,percussive,-0.07,0.06,-0.0,-0.0,0.01
174,Music,harmonic,-0.71,0.71,0.0,0.02,0.27
234,Music,harmonic,-0.69,0.61,-0.0,0.0,0.17
175,Music,harmonic,-0.75,0.83,0.0,-0.0,0.18
35,Music,harmonic,-0.26,0.27,0.0,0.0,0.06
70,Music,harmonic,-0.87,0.95,0.0,0.0,0.25
175,Music,percussive,-0.77,0.8,0.0,-0.0,0.08
15,Music,percussive,-0.46,0.48,0.0,0.0,0.06
176,Music,harmonic,-0.24,0.28,0.0,-0.0,0.05
233,Music,percussive,-0.83,0.58,0.0,0.0,0.03
174,Music,percussive,-0.22,0.33,0.0,0.0,0.03
171,Music,percussive,-0.64,0.65,0.01,0.0,0.14
32,Music,percussive,-0.65,0.65,0.0,0.0,0.14
183,Music,harmonic,-0.29,0.27,0.0,-0.0,0.06
189,Music,harmonic,-0.77,0.82,-0.0,-0.0,0.19
17,Music,percussive,-0.2,0.23,0.0,-0.0,0.04
189,Music,percussive,-0.56,0.54,-0.0,0.0,0.09
227,Music,percussive,-0.54,0.46,-0.0,-0.0,0.05
190,Music,harmonic,-0.53,0.44,0.0,0.0,0.12
30,Music,harmonic,-0.63,0.57,0.0,0.01,0.15
190,Music,percussive,-0.11,0.14,0.0,0.0,0.02
227,Music,harmonic,-0.58,0.53,0.0,0.0,0.13
191,Music,harmonic,-0.13,0.18,0.0,-0.0,0.04
191,Music,percussive,-0.05,0.07,0.0,-0.0,0.01
29,Music,percussive,-0.5,0.59,0.01,0.01,0.07
192,Music,harmonic,-0.26,0.36,0.0,-0.0,0.07
226,Music,percussive,-0.64,0.53,0.0,0.0,0.06
192,Music,percussive,-0.44,0.46,0.0,-0.0,0.07
18,Music,harmonic,-0.27,0.25,-0.0,0.0,0.07
193,Music,harmonic,-0.35,0.38,0.0,0.0,0.09
29,Music,harmonic,-0.91,0.85,0.01,0.02,0.33
228,Music,harmonic,-0.23,0.28,-0.0,-0.0,0.05
30,Music,percussive,-0.25,0.31,0.0,0.0,0.03
188,Music,percussive,-0.2,0.3,-0.0,-0.0,0.04
188,Music,harmonic,-0.4,0.42,-0.0,0.0,0.11
230,Music,percussive,-0.69,0.65,-0.01,-0.0,0.12
183,Music,percussive,-0.09,0.11,0.0,0.0,0.01
184,Music,harmonic,-0.33,0.34,0.0,-0.0,0.1
32,Music,harmonic,-0.7,0.64,0.0,0.0,0.18
230,Music,harmonic,-0.53,0.55,-0.0,0.0,0.15
184,Music,percussive,-0.4,0.42,0.0,0.0,0.05
185,Music,harmonic,-0.44,0.45,0.0,-0.0,0.11
229,Music,percussive,-0.45,0.68,0.0,0.0,0.07
16,Music,percussive,-0.22,0.27,0.0,0.0,0.02
185,Music,percussive,-0.14,0.13,0.0,0.0,0.02
186,Music,harmonic,-0.57,0.62,-0.0,-0.01,0.16
17,Music,harmonic,-0.58,0.65,-0.0,-0.0,0.16
229,Music,harmonic,-0.29,0.29,0.0,-0.0,0.07
186,Music,percussive,-0.69,0.62,-0.0,0.0,0.08
187,Music,harmonic,-0.54,0.45,0.01,0.01,0.13
31,Music,harmonic,-0.53,0.51,0.0,0.0,0.12
187,Music,percussive,-0.56,0.46,0.01,0.0,0.08
228,Music,percussive,-0.79,0.84,0.0,-0.0,0.11
31,Music,percussive,-0.3,0.55,0.0,0.0,0.04
141,Music,percussive,-0.21,0.24,0.0,0.0,0.03
216,Music,harmonic,-0.47,0.53,-0.0,-0.0,0.12
249,Music,harmonic,-0.19,0.23,0.0,0.0,0.07
98,Music,harmonic,-0.64,0.5,-0.0,0.0,0.14
60,Music,percussive,-0.21,0.22,-0.0,-0.0,0.03
